lk_0003_hindi_explain_015|यह आपके लिए बहुत सही फ़ैसला होगा। मेरे ख़्याल से आप एक बार इन्वेस्ट कीजिए, आपको बहुत दूर का, बहुत फ़ायदा मिलेगा इसमें से।
lk_0003_hindi_explain_016|पूरा जोश बना रहेगा टीम का काम करने के लिए। साइनेज के केस में रिक्वायरमेंट थोड़ा अलग होता है, डिस्प्ले को रोज़ बहुत घंटे तक चलना पड़ता है। इसलिए कमर्शियल डिस्प्ले नॉर्मल टीवी से ज़्यादा रिलायबल होता है, तो इसलिए
lk_0003_hindi_explain_017|इसलिए मैं आपको यह बताना चाहूँगा कि आप कमर्शियल डिस्प्ले ही
lk_0003_hindi_explain_018|चूज़ कर सकते हैं, क्योंकि नॉर्मल डिस्प्ले अगर आप तीन-चार घंटे से ज़्यादा चलाएँगे, तो जल्दी ख़राब हो जाएगी।
lk_0003_hindi_explain_019|मेरा सजेशन यह है कि पहले यूज़ेस, यानी किस तरह इस्तेमाल करना है, कैसे इस्तेमाल करना है, किस तरीके से इस्तेमाल करना है—यह सब मैं अगर अच्छी तरह से समझ जाऊँगा,
lk_0003_hindi_explain_020|तो सर मॉडल डिसाइड करने में आसानी होगी और मैं भी आपको, सही उत्पाद यानी प्रोडक्ट रिकमेंड कर पाऊँगा।
lk_0003_hindi_explain_021|इससे आपका पैसा भी बचेगा और फ्यूचर में कोई समस्या भी नहीं होगी। आपको यह नहीं लगेगा कि क्या बकवास है,
lk_0003_hindi_explain_022|क्या फ़ालतू चीज़ ले ली मैंने। मेरे सर्वर की डिटेल्स मिल जाएँगी, शुक्रिया।
lk_0004_expressive_001|Okay, so I'm happy to help let me check and I'll get back to you
lk_0004_expressive_002|hmm I understand your concern please do not worry we'll handle it we'll handle it this option will be more reliable for your use case may I call you back tomorrow if you're if you're okay
lk_0004_expressive_003|sorry very sorry for the delay so thank you very much for your patience
lk_0004_expressive_004|Could you please explain the requirement one more time if you don't mind?
lk_0004_expressive_005|I'll send the quotation so I'll send the quotation but today evening
lk_0004_expressive_006|No problems or no problem. We'll discuss it next week. Have a good day sir. Peace out. Have a beautiful day.
lk_0004_expressive_007|Have a very beautiful day. Have an extremely nice day. Thank you very much. Ta ta, bye bye.
lk_0005_hindi_expressive_001|तो मैं क्या बोल रहा था, बहुत अच्छे सर, बहुत बढ़िया। सब अच्छे-अच्छे अच्छे-अच्छे हैं क्या?
lk_0005_hindi_expressive_002|समझ गए? कई ऐसी जगहें हैं, फिर हमें थोड़ा केयरफुली चेक करना चाहिए। वह...
lk_0005_hindi_expressive_003|कोई बात नहीं सर, आप आराम से देखिए।
lk_0005_hindi_expressive_004|अपना पूरा टाइम लगाइए, पूरा समय लीजिए और उसके बाद वापस आइएगा। हम आपकी सहायता ज़रूर करेंगे, पूरी मदद करेंगे आपकी ताकि आपको सही सामान मिल जाए। हमें और कुछ नहीं चाहिए, ज़िंदगी हमारी सफल हो जाएगी।
lk_0005_hindi_expressive_005|इसी में हैवी यूज़ेज़, भारी यूज़ेज़ के लिए आप नॉर्मल टीवी रिकमेंड नहीं करूँगा मैं क्योंकि, आठ से दस घंटे आपके घर में टीवी नहीं चलती होगी।
lk_0005_hindi_expressive_006|नॉर्मल घर में टीवी आठ से दस घंटे नहीं चलती है। आठ से दस घंटे सिर्फ़ दुकानों में चलती है, जहाँ अपना सामान दिखाना ज़रूरी है।
lk_0005_hindi_expressive_007|लोग आते-जाते रहते हैं तो उनको सामान नहीं दिखेगा तो आपके सामान की बिक्री कैसे होगी फिर? तो ज़्यादा से ज़्यादा ग्राहकों की नज़र पड़ जाएगी उसकी, उनकी मर्ज़ी होती है पर आपके काम की होती है और आपके ज़्यादा सामान बिक जाएँगे।
lk_0005_hindi_expressive_008|तो उनका उद्देश्य यह होता है। शॉर्ट टर्म में काम कर सकते हैं लेकिन लॉन्ग टर्म में प्रॉब्लम आएगी यह आपकी घर वाली टीवी में। क्योंकि मतलब आप समझिए, जिस घर में दो से चार घंटे टीवी चलती है,
lk_0005_hindi_expressive_009|उसको अब दुकान में आठ घंटे चलाएँगे। पहली बात तो चलेगी नहीं और दूसरी बात वह घर के एंगल के लिए सही होती है। घर में बहुत ज़्यादा रोशनी नहीं होती है, आपके दुकान में
lk_0005_hindi_expressive_010|जो लाइट्स हैं, जहाँ चार-पाँच बल्ब लगे हुए हैं, रोशनी ज़्यादा है और दुकान का रिफ्लेक्शन ज़्यादा है, तब यह तो नोटिस में आएगी।
lk_0005_hindi_expressive_011|तो उस तरह की जगह के लिए अलग तरह की डिस्प्ले चाहिए होती है, तो उनके लिए अलग से टीवी है। वो महँगी ज़रूर हैं लेकिन शुरू में बता देना चाहता हूँ कि अगर आप नॉर्मल टीवी लेंगे तो लॉन्ग टर्म में वो रिपेयर पॉसिबल नहीं होगी और एंड ऑफ़ द डे उनका वारंटी भी ख़त्म हो जाएगा।
lk_0005_hindi_expressive_012|कस्टमर फ़ीडबैक में और जानकारी विस्तार के लिए प्रेजेंटेशन या विस्तार से पूरी चीज़ें, हमारे पास बहुत बड़ी 55 इंच और 65 इंच की डिस्प्ले हैं, जो शुरुआत में ही मैं आपको इसका पूरा डायग्राम दिखाऊँगा।
lk_0005_hindi_expressive_013|आपके रूम के साइज़ के ऊपर है। जैसे एक उदाहरण के तौर पर, छह से सात इंच से ज़्यादा आपके बैठने की जगह और वह टीवी है, जैसे मान लीजिए कि आप अपनी टीवी से छह से सात
lk_0005_hindi_expressive_014|फीट की दूरी पर बैठते हैं,
lk_0005_hindi_expressive_015|तो 55 इंच के साथ भी जा सकते हैं। पर आपका दिल बड़ा होना चाहिए और आपकी जेब भी थोड़ी ज़्यादा ख़र्च होगी, तो यह सब आपको देखना पड़ेगा। मैं डिटेल्स आपके पास भेज दूँगा, आपको कोई चिंता करने की ज़रूरत नहीं है। आप जब भी फ्री हों,
lk_0005_hindi_expressive_016|तब देखिएगा, कोई हड़बड़ी नहीं है हमें।
lk_0006_bhojpuri_gags_001|जैसे लोगन के लागल बा, मारतानी ना, ओही तरे बाउचर आई और दे दनादन दे दनादन दे दनादन दे दनादन टिटी।
lk_0006_bhojpuri_gags_002|सामान का कहियो, ख़राब सामान भी तबहीं तबहीं तबहीं तोहरा फोन के कैमरा...
lk_0006_bhojpuri_gags_005|ताकि ओने मैडम मिलुस और सब केहू ख़ूब पूछताछ कर रहल बा और ज़्यादा-ज़्यादा बात आगे बढ़ रहल बा, एह बार बात पक्का हो जाई, ले लीहीं।
lk_0007_intro_001|Hello, my name is Lokesh Kumar and I'm dialling you from Yexis Electronics. We are a very known regional distributor.
lk_0007_intro_002|For Samsung products from Samsung from Chennai and we also Distribute commercial displays signage boards video walls and monitors
lk_0007_intro_003|in some other products are televisions and some air conditioning solutions which includes HVAC and
lk_0007_intro_004|and signage ports which I mentioned earlier and a few other commercial products as well with samsung mix we are
lk_0007_intro_005|Like Whatever saying I mean to say is this a good time to speak with you and this will take hardly more hardly a minute
lk_0007_intro_006|I'll keep it very brief so I just want to make you understand whether you have any current or future requirements for displays, signage, video walls or professional monitors are currently
lk_0007_intro_007|Are you currently using some Samsung products in your office your factory or your business place or do you need one?
lk_0007_intro_008|So if you don't need anything no problem at all, that's completely understandable I'm fine with it
lk_0007_intro_009|Okay, so I can send you a short profile of our company on any of the communication channels you like
lk_0007_intro_010|we prefer whatsapp or email whatsapp keep us in sync let's it lets it connect
lk_0007_intro_011|easily and keeps our life easier, the communication is very clear, email is also fine.
lk_0007_intro_012|If you prefer a business look of it, if you want it to be professional, we can also
lk_0007_intro_013|meet
lk_0007_intro_014|We prefer meeting in person at your place to understanding and to understand your requirements. Let's be very clear that
lk_0007_intro_015|We use your email address and the WhatsApp details to
lk_0007_intro_016|give you products to communicate with you and not do anything else which you hopefully understand so that's great thanks for the time and I really appreciate it
lk_0007_intro_017|Hope you have a great day peace out Okay, so let's do some natural questions which appear in our minds Manoa
lk_0007_intro_018|Who handles purchase decisions in your company? Is there a separate IT team for monitors, for display?
lk_0007_intro_019|for keyboards and the whole
lk_0007_intro_020|work what is it called workstation setup I believe that is what it is called but anyways could you please connect me with the concerned peace person or if you don't mind can you share the name and the content
lk_0007_intro_021|contact details that would be of great help. If I'm not calling to disturb you
lk_0007_intro_022|I only want to share the right information with the right person and not waste anyone else time.
lk_0007_intro_023|If you need televisions for conference rooms, for meeting rooms, for reception areas.
lk_0007_intro_024|For like what is that called video conferencing kind of stuff we can make everything we also have our partners
lk_0007_intro_025|For video conferencing like Jabra, Harman and Kardon, who are Ra, who I believe are the parents?
lk_0007_intro_026|of Samsung maybe they are parent concern or sister concern of Samsung as a company
lk_0008_tamil_intro_001|வணக்கம் சார், வணக்கம். நீங்கள் எப்படி இருக்கிறீர்கள்? நல்லா இருக்கிறீர்கள் என்று நம்புகிறேன்.
lk_0008_tamil_intro_002|என் பெயர் லோகேஷ். நான் எஸ்.எஸ். எலக்ட்ரானிக்ஸ்லிருந்து பேசுகிறேன். நாங்க
lk_0008_tamil_intro_003|சாம்சங் ப்ராடக்ட்ஸ்க்கு ரீஜனல் டிஸ்ட்ரிபியூட்டர். இப்போது நாங்கள் உங்களிடம் ஒரு நிமிடம் பேசலாமா? உங்களுக்கு கொஞ்சம் டைம் இருக்குமா?
lk_0008_tamil_intro_004|நீங்கள் மிகவும் பிஸியாக இருக்கிறீர்கள் என்று தெரியும். எனக்கு ஒரு இரண்டு நிமிடம் மட்டும் தருவீர்களா?
lk_0008_tamil_intro_005|நான் என்னுடைய விஷயத்தை முடித்துவிடுகிறேன். உங்களுக்குத் தேவை என்றால் நாம் மேலே தொடரலாம், இல்லை என்றால் விட்டுவிடலாம். உங்களுடைய ஆபீஸ், கம்பெனி அல்லது நீங்கள் எங்கே வேலை செய்கிறீர்கள், நீங்கள் ஏதாவது கம்பெனி வைத்திருக்கிறீர்களோ, அதில் டிஸ்ப்ளே,
lk_0008_tamil_intro_006|சைன்போர்டு, வீடியோ வால் போன்றவற்றை நீங்கள் கண்டிப்பாகப் பயன்படுத்திக்கொண்டிருப்பீர்கள் என்று நான் நம்புகிறேன்.
lk_0008_tamil_intro_007|மானிட்டர் எல்லாம் நீங்கள் கண்டிப்பாக யூஸ் பண்ணுவீங்க. ஏன்னென்றால், நீங்கள் பண்ணித்தான் ஆக வேண்டும். இந்த காலத்தில் டிவி, ஏசி எல்லாம் உங்களுக்குத் தேவைதான். ஏன்னென்றால், சென்னையில் அடிக்கிற வெயிலில் நீங்கள் ஏசியை யூஸ் பண்ணினால்தான் வேலை செய்ய முடியும்; இல்லை என்றால் நிம்மதி இருக்காது, நிம்மதி இல்லாமல் வேலை நடக்காது.
lk_0008_tamil_intro_008|அதைப்பற்றி மிகவும் பேசி உங்கள் நேரத்தை வீணடிக்க மாட்டேன்.
lk_0008_tamil_intro_009|உங்களுக்கு ஏதாவது தேவை இருந்தால் நீங்கள் கண்டிப்பாகக் கூறுங்கள். நாங்கள் உங்களுக்கு உதவி செய்கிறோம்.
lk_0008_tamil_intro_010|எங்கள் கம்பெனியின் டீடைல்ஸ் எல்லாம் உங்களுக்கு வாட்ஸ்அப்பில் அனுப்புகிறேன், உங்களுக்கு அனுப்பி வைக்கிறேன். என்னிடம் வாட்ஸ்அப் இருக்கிறது, உங்களுக்கு கரெக்டாக அனுப்புகிறேன். இது நன்றாக இருக்கும். இதுதான் உங்கள் வாட்ஸ்அப் நம்பரா, இல்லை உங்களுக்கு வாட்ஸ்அப் வேறு நம்பரில் இருக்கிறதா?
lk_0008_tamil_intro_011|இல்லை உங்களுடைய வேறு நம்பருக்கு வாட்ஸ்அப்பில் வேண்டுமா, நீங்கள் எதாக இருந்தாலும் சொல்லுங்க. வேறு நம்பராக இருந்தால் அதை கண்டிபாகச் சொல்லுங்க, நான் கண்டிப்பாக உங்களுக்கு அனுப்பி வைக்கிறேன்.
lk_0008_tamil_intro_012|மிகவும் நன்றி சார், உங்களுக்கு மிக்க நன்றி.
lk_0009_hindi_intro_001|नमस्कार, शुभ सवेरा। कैसे हैं आप सर? मैं लोकेश बात कर रहा हूँ एस.एस. इलेक्ट्रॉनिक्स से।
lk_0009_hindi_intro_002|और सब कैसा चल रहा है आपका? मैं सैमसंग का रीजनल डिस्ट्रीब्यूटर हूँ।
lk_0009_hindi_intro_003|रीजनल डिस्ट्रीब्यूटर हूँ सैमसंग का। क्या अभी आपसे एक मिनट बात हो सकती है? इस बारे में थोड़ी चर्चा कर सकते हैं आप?
lk_0009_hindi_intro_004|मैं आपका ज़्यादा समय तो नहीं लूँगा, बस एक से दो मिनट। अगर आपको ज़रूरत होगी तो आगे बढ़ेंगे।
lk_0009_hindi_intro_005|नहीं तो कोई बात नहीं, आप अपने धंधे पर ध्यान दीजिए। मैं बस समझना चाहता हूँ कि
lk_0009_hindi_intro_006|आपके ऑफिस या कंपनी या कोई फैक्ट्री में किसी डिस्प्ले, कोई साइनेज बोर्ड या कोई वीडियो वॉल,
lk_0009_hindi_intro_007|या कोई मॉनिटर तो यूज़ करते होंगे? या आपको गर्मी लगती होगी तो आपको एसी की ज़रूरत पड़ती होगी। अगर आपको ऐसी कोई ज़रूरत है,
lk_0009_hindi_intro_008|ऐसी कोई ज़रूरत है, कोई रिक्वायरमेंट है, तो बताएँ, हम आपकी पूरी सहायता करेंगे।
lk_0009_hindi_intro_009|आपकी ज़रूरत को पूरा करने के लिए मैं आपको अपनी कंपनी प्रोफाइल भेज देता हूँ व्हाट्सएप में,
lk_0009_hindi_intro_010|या ईमेल में, जो भी आप ठीक समझें। आप अपना ईमेल आईडी बता दीजिए, हम भेज देंगे।
lk_0009_hindi_intro_011|आप मुझे अपनी ईमेल आईडी बता दीजिए। शुक्रिया सर, धन्यवाद। आपका दिन शुभ हो, खुदा हाफ़िज़, शुक्रिया।
lk_0010_bhojpuri_intro_001|नमस्ते सर, गुड मॉर्निंग। रउआ का हाल बा? रउआ कैसन बानी? हमार नाम लोकेश बा।
lk_0010_bhojpuri_intro_002|और हम बानी, हमार नाम लोकेश पड़ी।
lk_0010_bhojpuri_intro_003|और हम एस.एस. इलेक्ट्रॉनिक्स से बात करत बानी।
lk_0010_bhojpuri_intro_004|हमनी के सैमसंग प्रोडक्ट्स के रीजनल डिस्ट्रीब्यूटर बानी।
lk_0010_bhojpuri_intro_005|रउआ से...
lk_0010_bhojpuri_intro_006|बात कर सकत बानी? बस एक मिनट टाइम लेवे के चाहत बानी।
lk_0010_bhojpuri_intro_007|हम रउआ से ज़्यादा समय ना लेब, रउआ चिंता ना करीं।
lk_0010_bhojpuri_intro_008|पर इसमें बात...
lk_0010_bhojpuri_intro_009|अभी रउआ से एक मिनट बात कर सकत बानी? और यह 'सकती बानी' का क्या मतलब होता है? 'सकती बानी'...
lk_0010_bhojpuri_intro_010|आप लोगों से एक मिनट... आपसे... रउआ से एक मिनट बात...
lk_0010_bhojpuri_intro_011|बात कर सकत बानी, ये कितना अजीब लगता है।
lk_0010_bhojpuri_intro_012|वहाँ सब केहू को भोजपुरी आता है।
lk_0010_bhojpuri_intro_013|तो अगर ज़रूरत होई, तब ही आगे बढ़ब, नाहीं त आगे ना बढ़ब।
lk_0010_bhojpuri_intro_014|अब इसका क्या मतलब है कि, हम बस ये जाने के चाहत बानी कि,
lk_0010_bhojpuri_intro_015|रउआ के ऑफिसवा या फैक्ट्री में डिस्प्ले चाहीं कि साइन बोर्ड, वीडियो वॉल, मॉनिटर, टीवी, एसी?
lk_0010_bhojpuri_intro_016|कोई ज़रूरत बा कि नाहीं? यही तो बोले कंपनी में।
lk_0010_bhojpuri_intro_017|टीवी के... एसी के...
lk_0010_bhojpuri_intro_018|व्यवस्था का करेंगे, सब प्रबंध करेंगे, व्यवस्था करेंगे।
lk_0010_bhojpuri_intro_019|अगर ज़रूरत होई...
lk_0010_bhojpuri_intro_020|व्यवस्था खोजत बानी।
lk_0010_bhojpuri_intro_021|अगर अभी एह रिक्वायरमेंट के ज़रूरत नइखे, अगर अगर अगर अगर अगर अगर ई ज़रूरत नइखे!
lk_0010_bhojpuri_intro_022|तो कोई बात ना बा, तब बतावल जाई।
lk_0010_bhojpuri_intro_023|हाँ।
lk_0010_bhojpuri_intro_024|आ ई बहुत ज़रूरी बात बा कि ईहे बानी कि दूसरा भी बानी, कभी-कभी दूसरा भी बानी।
lk_0010_bhojpuri_intro_025|और केकरा में एक्टिव ज़्यादा रहत बानी, ई बहुत सोचे के बात बा।
lk_0010_bhojpuri_intro_027|अरे भाई!
lk_0010_bhojpuri_intro_028|कंपनी...
lk_0010_bhojpuri_intro_029|भोजपुरी में तो हम मज़ा खातिर कर रहल बानी।
lk_0010_bhojpuri_intro_030|लोगन के पास दस रुपया पान खाए के नइखे, लेकिन भोजपुरी में बात करी, मज़ा आई।
lk_0010_bhojpuri_intro_031|और हम से यार...
lk_0010_bhojpuri_intro_032|जब कोई गाली देत बा या कुछ अइसन बोलत बा, तबहीं तो लागत बा कि ऊ फील आइल कि...
lk_0010_bhojpuri_intro_033|रउआ थी थी... वोकल।
lk_0011_natural_001|Okay, let's give it another chance. So is there a need for any televisions for conference rooms for meeting rooms or for any reception area purpose? If you're looking for something really normal
lk_0011_natural_002|like consumer electronics, like televisions which we use in shops
lk_0011_natural_003|And display areas also do require some professional commercial displays
lk_0011_natural_004|If you require anything do let us know it would be a great help The main difference is the usage time the warranty brightness and reliability
lk_0011_natural_005|The warranty comes we take care of the warranty we only do
lk_0011_natural_006|We only do service management
lk_0011_natural_007|what is it called I just don't remember but anything the brightness well speaking of brightness it really matters
lk_0011_natural_008|when you are displaying something, when you're displaying an advertisement in the
lk_0011_natural_009|on the shop and the reliability comes to us because we take care of shipping and logistics and we deliver after seal service as well, we take care of that.
lk_0011_natural_010|We are completely answerable of the after-sale service which I provide, that's extremely important to us.
lk_0011_natural_011|It's not just about the orders, the purchase value and the quantity of customers we would like to have, we would love to have basically a good quality of customers who use our products so we use regular feedback.
lk_0011_natural_012|back who who just pat our backs and scold us as well when we are at our extremely
lk_0011_natural_013|bad position and don't provide service, the scolders, the have a lift as does and
lk_0011_natural_014|do anything because we are responsible, we are answerable to the questions.
lk_0011_natural_015|and if the screen will be used for many hours every day
lk_0011_natural_016|for roughly you can see 8 to 10 hours a day because at malls the displays usually run for a round
lk_0011_natural_017|ETAs and maybe more than that commercial displays usually shine there But if it is only for simple viewing and normal television may be enough
lk_0011_natural_018|He can suggest the right model based on your room size, viewing distance and budget.
lk_0011_natural_019|And for that, we will need to visit for a very personalized experience. A visit is essential and...
lk_0011_natural_020|I would love to know your timings and your availability on the same
lk_0011_natural_021|would you like me to send me a few options on any of the channels the communication channel it's like WhatsApp I can
lk_0012_number_001|okay hello hello hello let's not talk about some numbers some names and some products so some model numbers might be QB43C
lk_0012_number_002|So the screen size available are 43 inches 50 55 inches 65 inches
lk_0012_number_003|75 inches, 85 inches, 80 inches, and 105 inches, and it may go.
lk_0012_number_004|On and on so the price depends on the quality you get the type of display
lk_0012_number_005|And we also warranty you and give you some extended warranty as well because
lk_0012_number_006|That's extremely important and after-sales service is essential and the installation also cost us some money because we need to cover insurance and assure our engineers.
lk_0012_number_007|So that's critically essential for us. So this is our office number. It's 0404
lk_0012_number_008|48562812 and you can dial me on my mobile number It's 98
lk_0012_number_009|four zero zero five eight eight two two and there's another number it's eight one four eight
lk_0012_number_010|970345
lk_0012_number_011|Yeah, please send me the requirement to sales at the Yexis electronics dot-in and also
lk_0012_number_012|Share me the details at seals at yexiselectronics.in
lk_0012_number_013|You can also share me the email that your requirements Okay
lk_0012_number_014|okay let's go on so yeah I was saying Aswini at yexiselectronics.com okay so the quotation includes the product calls GSD delivery and installation charges and
lk_0012_number_015|And if the site is outside Chennai and outside are speculated geographical locations the logistics may be called calculated separately and it may not include as free home delivery or free
